X_0,Y_0,Z_0,X_1,Y_1,Z_1,Time_list
-16.4068,2.09113,9.79815,-0.670736,-4.9858,9.79815,0.0749
-16.4065,2.09109,9.79815,-0.670735,-4.9858,9.79815,0.075
-16.4062,2.09105,9.79815,-0.670734,-4.98579,9.79815,0.0751
-16.4059,2.09101,9.79815,-0.670733,-4.98578,9.79815,0.0752
-16.4056,2.09098,9.79815,-0.670732,-4.98578,9.79815,0.0753
-16.4053,2.09094,9.79815,-0.670731,-4.98577,9.79815,0.0754
-16.405,2.0909,9.79815,-0.67073,-4.98576,9.79815,0.0755
-16.4047,2.09086,9.79815,-0.670729,-4.98575,9.79815,0.0756
-16.4044,2.09082,9.79815,-0.670728,-4.98575,9.79815,0.0757
-16.4041,2.09079,9.79815,-0.670727,-4.98574,9.79815,0.0758
-16.4038,2.09075,9.79815,-0.670726,-4.98573,9.79815,0.0759
-16.4035,2.09071,9.79815,-0.670726,-4.98573,9.79815,0.076
-16.4032,2.09067,9.79815,-0.670725,-4.98572,9.79815,0.0761
-16.4029,2.09063,9.79815,-0.670724,-4.98571,9.79815,0.0762
-16.4026,2.0906,9.79815,-0.670723,-4.98571,9.79815,0.0763
-16.4023,2.09056,9.79815,-0.670722,-4.9857,9.79815,0.0764
-16.402,2.09052,9.79815,-0.670721,-4.98569,9.79815,0.0765
-16.4017,2.09048,9.79815,-0.67072,-4.98569,9.79815,0.0766
-16.4014,2.09045,9.79815,-0.670719,-4.98568,9.79815,0.0767
-16.4011,2.09041,9.79815,-0.670718,-4.98567,9.79815,0.0768
-16.4008,2.09037,9.79815,-0.670717,-4.98566,9.79815,0.0769
-16.4005,2.09033,9.79815,-0.670716,-4.98566,9.79815,0.077
-16.4002,2.09029,9.79815,-0.670715,-4.98565,9.79815,0.0771
-16.3999,2.09026,9.79815,-0.670714,-4.98564,9.79815,0.0772
-16.3996,2.09022,9.79815,-0.670713,-4.98564,9.79815,0.0773
-16.3993,2.09018,9.79815,-0.670712,-4.98563,9.79815,0.0774
-16.399,2.09014,9.79815,-0.670712,-4.98562,9.79815,0.0775
-16.3987,2.0901,9.79815,-0.670711,-4.98562,9.79815,0.0776
-16.3984,2.09007,9.79815,-0.67071,-4.98561,9.79815,0.0777
-16.3982,2.09003,9.79815,-0.670709,-4.9856,9.79815,0.0778
-16.3979,2.08999,9.79815,-0.670708,-4.9856,9.79815,0.0779
-16.3976,2.08995,9.79815,-0.670707,-4.98559,9.79815,0.078
-16.3973,2.08992,9.79815,-0.670706,-4.98558,9.79815,0.0781
-16.397,2.08988,9.79815,-0.670705,-4.98557,9.79815,0.0782
-16.3967,2.08984,9.79815,-0.670704,-4.98557,9.79815,0.0783
-16.3964,2.0898,9.79815,-0.670703,-4.98556,9.79815,0.0784
-16.3961,2.08976,9.79815,-0.670702,-4.98555,9.79815,0.0785
-16.3958,2.08973,9.79815,-0.670701,-4.98555,9.79815,0.0786
-16.3955,2.08969,9.79815,-0.6707,-4.98554,9.79815,0.0787
-16.3952,2.08965,9.79815,-0.670699,-4.98553,9.79815,0.0788
-16.3949,2.08961,9.79815,-0.670698,-4.98553,9.79815,0.0789
-16.3946,2.08958,9.79815,-0.670698,-4.98552,9.79815,0.079
-16.3943,2.08954,9.79815,-0.670697,-4.98551,9.79815,0.0791
-16.394,2.0895,9.79815,-0.670696,-4.98551,9.79815,0.0792
-16.3937,2.08946,9.79815,-0.670695,-4.9855,9.79815,0.0793
-16.3934,2.08942,9.79815,-0.670694,-4.98549,9.79815,0.0794
-16.3931,2.08939,9.79815,-0.670693,-4.98548,9.79815,0.0795
-16.3928,2.08935,9.79815,-0.670692,-4.98548,9.79815,0.0796
-16.3925,2.08931,9.79815,-0.670691,-4.98547,9.79815,0.0797
-16.3922,2.08927,9.79815,-0.67069,-4.98546,9.79815,0.0798
-16.3919,2.08923,9.79815,-0.670689,-4.98546,9.79815,0.0799
-16.3916,2.0892,9.79815,-0.670688,-4.98545,9.79815,0.08
-16.3913,2.08916,9.79815,-0.670687,-4.98544,9.79815,0.0801
-16.391,2.08912,9.79815,-0.670686,-4.98544,9.79815,0.0802
-16.3907,2.08908,9.79815,-0.670685,-4.98543,9.79815,0.0803
-16.3904,2.08905,9.79815,-0.670685,-4.98542,9.79815,0.0804
-16.3901,2.08901,9.79815,-0.670684,-4.98542,9.79815,0.0805
-16.3898,2.08897,9.79815,-0.670683,-4.98541,9.79815,0.0806
-16.3895,2.08893,9.79815,-0.670682,-4.9854,9.79815,0.0807
-16.3892,2.08889,9.79815,-0.670681,-4.98539,9.79815,0.0808
-16.3889,2.08886,9.79815,-0.67068,-4.98539,9.79815,0.0809
-16.3887,2.08882,9.79815,-0.670679,-4.98538,9.79815,0.081
-16.3884,2.08878,9.79815,-0.670678,-4.98537,9.79815,0.0811
-16.3881,2.08874,9.79815,-0.670677,-4.98537,9.79815,0.0812
-16.3878,2.08871,9.79815,-0.670676,-4.98536,9.79815,0.0813
-16.3875,2.08867,9.79815,-0.670675,-4.98535,9.79815,0.0814
-16.3872,2.08863,9.79815,-0.670674,-4.98535,9.79815,0.0815
-16.3869,2.08859,9.79815,-0.670673,-4.98534,9.79815,0.0816
-16.3866,2.08855,9.79815,-0.670672,-4.98533,9.79815,0.0817
-16.3863,2.08852,9.79815,-0.670671,-4.98533,9.79815,0.0818
-16.386,2.08848,9.79815,-0.670671,-4.98532,9.79815,0.0819
-16.3857,2.08844,9.79815,-0.67067,-4.98531,9.79815,0.082
-16.3854,2.0884,9.79815,-0.670669,-4.9853,9.79815,0.0821
-16.3851,2.08837,9.79815,-0.670668,-4.9853,9.79815,0.0822
-16.3848,2.08833,9.79815,-0.670667,-4.98529,9.79815,0.0823
-16.3845,2.08829,9.79815,-0.670666,-4.98528,9.79815,0.0824
-16.3842,2.08825,9.79815,-0.670665,-4.98528,9.79815,0.0825
-16.3839,2.08821,9.79815,-0.670664,-4.98527,9.79815,0.0826
-16.3836,2.08818,9.79815,-0.670663,-4.98526,9.79815,0.0827
-16.3833,2.08814,9.79815,-0.670662,-4.98526,9.79815,0.0828
-16.383,2.0881,9.79815,-0.670661,-4.98525,9.79815,0.0829
-16.3827,2.08806,9.79815,-0.67066,-4.98524,9.79815,0.083
-16.3824,2.08802,9.79815,-0.670659,-4.98524,9.79815,0.0831
-16.3821,2.08799,9.79815,-0.670658,-4.98523,9.79815,0.0832
-16.3818,2.08795,9.79815,-0.670657,-4.98522,9.79815,0.0833
-16.3815,2.08791,9.79815,-0.670657,-4.98521,9.79815,0.0834
-16.3812,2.08787,9.79815,-0.670656,-4.98521,9.79815,0.0835
-16.3809,2.08784,9.79815,-0.670655,-4.9852,9.79815,0.0836
-16.3806,2.0878,9.79815,-0.670654,-4.98519,9.79815,0.0837
-16.3803,2.08776,9.79815,-0.670653,-4.98519,9.79815,0.0838
-16.3801,2.08772,9.79815,-0.670652,-4.98518,9.79815,0.0839
-16.3798,2.08768,9.79815,-0.670651,-4.98517,9.79815,0.084
-16.3795,2.08765,9.79815,-0.67065,-4.98517,9.79815,0.0841
-16.3792,2.08761,9.79815,-0.670649,-4.98516,9.79815,0.0842
-16.3789,2.08757,9.79815,-0.670648,-4.98515,9.79815,0.0843
-16.3786,2.08753,9.79815,-0.670647,-4.98515,9.79815,0.0844
-16.3783,2.0875,9.79815,-0.670646,-4.98514,9.79815,0.0845
-16.378,2.08746,9.79815,-0.670645,-4.98513,9.79815,0.0846
-16.3777,2.08742,9.79815,-0.670644,-4.98512,9.79815,0.0847
-16.3774,2.08738,9.79815,-0.670644,-4.98512,9.79815,0.0848
-16.3771,2.08734,9.79815,-0.670643,-4.98511,9.79815,0.0849
-16.3768,2.08731,9.79815,-0.670642,-4.9851,9.79815,0.085
-16.3765,2.08727,9.79815,-0.670641,-4.9851,9.79815,0.0851
-16.3762,2.08723,9.79815,-0.67064,-4.98509,9.79815,0.0852
-16.3759,2.08719,9.79815,-0.670639,-4.98508,9.79815,0.0853
-16.3756,2.08716,9.79815,-0.670638,-4.98508,9.79815,0.0854
-16.3753,2.08712,9.79815,-0.670637,-4.98507,9.79815,0.0855
-16.375,2.08708,9.79815,-0.670636,-4.98506,9.79815,0.0856
-16.3747,2.08704,9.79815,-0.670635,-4.98506,9.79815,0.0857
-16.3744,2.087,9.79815,-0.670634,-4.98505,9.79815,0.0858
-16.3741,2.08697,9.79815,-0.670633,-4.98504,9.79815,0.0859
-16.3738,2.08693,9.79815,-0.670632,-4.98503,9.79815,0.086
-16.3735,2.08689,9.79815,-0.670631,-4.98503,9.79815,0.0861
-16.3732,2.08685,9.79815,-0.670631,-4.98502,9.79815,0.0862
-16.3729,2.08682,9.79815,-0.67063,-4.98501,9.79815,0.0863
-16.3726,2.08678,9.79815,-0.670629,-4.98501,9.79815,0.0864
-16.3723,2.08674,9.79815,-0.670628,-4.985,9.79815,0.0865
-16.3721,2.0867,9.79815,-0.670627,-4.98499,9.79815,0.0866
-16.3718,2.08666,9.79815,-0.670626,-4.98499,9.79815,0.0867
-16.3715,2.08663,9.79815,-0.670625,-4.98498,9.79815,0.0868
-16.3712,2.08659,9.79815,-0.670624,-4.98497,9.79815,0.0869
-16.3709,2.08655,9.79815,-0.670623,-4.98497,9.79815,0.087
-16.3706,2.08651,9.79815,-0.670622,-4.98496,9.79815,0.0871
-16.3703,2.08648,9.79815,-0.670621,-4.98495,9.79815,0.0872
-16.37,2.08644,9.79815,-0.67062,-4.98494,9.79815,0.0873
-16.3697,2.0864,9.79815,-0.670619,-4.98494,9.79815,0.0874
-16.3694,2.08636,9.79815,-0.670618,-4.98493,9.79815,0.0875
-16.3691,2.08633,9.79815,-0.670617,-4.98492,9.79815,0.0876
-16.3688,2.08629,9.79815,-0.670617,-4.98492,9.79815,0.0877
-16.3685,2.08625,9.79815,-0.670616,-4.98491,9.79815,0.0878
-16.3682,2.08621,9.79815,-0.670615,-4.9849,9.79815,0.0879
-16.3679,2.08617,9.79815,-0.670614,-4.9849,9.79815,0.088
-16.3676,2.08614,9.79815,-0.670613,-4.98489,9.79815,0.0881
-16.3673,2.0861,9.79815,-0.670612,-4.98488,9.79815,0.0882
-16.367,2.08606,9.79815,-0.670611,-4.98488,9.79815,0.0883
-16.3667,2.08602,9.79815,-0.67061,-4.98487,9.79815,0.0884
-16.3664,2.08599,9.79815,-0.670609,-4.98486,9.79815,0.0885
-16.3661,2.08595,9.79815,-0.670608,-4.98485,9.79815,0.0886
-16.3658,2.08591,9.79815,-0.670607,-4.98485,9.79815,0.0887
-16.3655,2.08587,9.79815,-0.670606,-4.98484,9.79815,0.0888
-16.3652,2.08583,9.79815,-0.670605,-4.98483,9.79815,0.0889
-16.3649,2.0858,9.79815,-0.670604,-4.98483,9.79815,0.089
-16.3646,2.08576,9.79815,-0.670604,-4.98482,9.79815,0.0891
-16.3644,2.08572,9.79815,-0.670603,-4.98481,9.79815,0.0892
-16.3641,2.08568,9.79815,-0.670602,-4.98481,9.79815,0.0893
-16.3638,2.08565,9.79815,-0.670601,-4.9848,9.79815,0.0894
-16.3635,2.08561,9.79815,-0.6706,-4.98479,9.79815,0.0895
-16.3632,2.08557,9.79815,-0.670599,-4.98479,9.79815,0.0896
-16.3629,2.08553,9.79815,-0.670598,-4.98478,9.79815,0.0897
-16.3626,2.08549,9.79815,-0.670597,-4.98477,9.79815,0.0898
-16.3623,2.08546,9.79815,-0.670596,-4.98477,9.79815,0.0899
-16.362,2.08542,9.79815,-0.670595,-4.98476,9.79815,0.09
-16.3617,2.08538,9.79815,-0.670594,-4.98475,9.79815,0.0901
-16.3614,2.08534,9.79815,-0.670593,-4.98474,9.79815,0.0902
-16.3611,2.08531,9.79815,-0.670592,-4.98474,9.79815,0.0903
-16.3608,2.08527,9.79815,-0.670591,-4.98473,9.79815,0.0904
-16.3605,2.08523,9.79815,-0.670591,-4.98472,9.79815,0.0905
-16.3602,2.08519,9.79815,-0.67059,-4.98472,9.79815,0.0906
-16.3599,2.08516,9.79815,-0.670589,-4.98471,9.79815,0.0907
-16.3596,2.08512,9.79815,-0.670588,-4.9847,9.79815,0.0908
-16.3593,2.08508,9.79815,-0.670587,-4.9847,9.79815,0.0909
-16.359,2.08504,9.79815,-0.670586,-4.98469,9.79815,0.091
-16.3587,2.085,9.79815,-0.670585,-4.98468,9.79815,0.0911
-16.3584,2.08497,9.79815,-0.670584,-4.98468,9.79815,0.0912
-16.3581,2.08493,9.79815,-0.670583,-4.98467,9.79815,0.0913
-16.3578,2.08489,9.79815,-0.670582,-4.98466,9.79815,0.0914
-16.3575,2.08485,9.79815,-0.670581,-4.98465,9.79815,0.0915
-16.3572,2.08482,9.79815,-0.67058,-4.98465,9.79815,0.0916
-16.357,2.08478,9.79815,-0.670579,-4.98464,9.79815,0.0917
-16.3567,2.08474,9.79815,-0.670578,-4.98463,9.79815,0.0918
-16.3564,2.0847,9.79815,-0.670578,-4.98463,9.79815,0.0919
-16.3561,2.08466,9.79815,-0.670577,-4.98462,9.79815,0.092
-16.3558,2.08463,9.79815,-0.670576,-4.98461,9.79815,0.0921
-16.3555,2.08459,9.79815,-0.670575,-4.98461,9.79815,0.0922
-16.3552,2.08455,9.79815,-0.670574,-4.9846,9.79815,0.0923
-16.3549,2.08451,9.79815,-0.670573,-4.98459,9.79815,0.0924
-16.3546,2.08448,9.79815,-0.670572,-4.98459,9.79815,0.0925
-16.3543,2.08444,9.79815,-0.670571,-4.98458,9.79815,0.0926
-16.354,2.0844,9.79815,-0.67057,-4.98457,9.79815,0.0927
-16.3537,2.08436,9.79815,-0.670569,-4.98456,9.79815,0.0928
-16.3534,2.08433,9.79815,-0.670568,-4.98456,9.79815,0.0929
-16.3531,2.08429,9.79815,-0.670567,-4.98455,9.79815,0.093
-16.3528,2.08425,9.79815,-0.670566,-4.98454,9.79815,0.0931
-16.3525,2.08421,9.79815,-0.670565,-4.98454,9.79815,0.0932
-16.3522,2.08417,9.79815,-0.670565,-4.98453,9.79815,0.0933
-16.3519,2.08414,9.79815,-0.670564,-4.98452,9.79815,0.0934
-16.3516,2.0841,9.79815,-0.670563,-4.98452,9.79815,0.0935
-16.3513,2.08406,9.79815,-0.670562,-4.98451,9.79815,0.0936
-16.351,2.08402,9.79815,-0.670561,-4.9845,9.79815,0.0937
-16.3507,2.08399,9.79815,-0.67056,-4.9845,9.79815,0.0938
-16.3504,2.08395,9.79815,-0.670559,-4.98449,9.79815,0.0939
-16.3501,2.08391,9.79815,-0.670558,-4.98448,9.79815,0.094
-16.3499,2.08387,9.79815,-0.670557,-4.98448,9.79815,0.0941
-16.3496,2.08384,9.79815,-0.670556,-4.98447,9.79815,0.0942
-16.3493,2.0838,9.79815,-0.670555,-4.98446,9.79815,0.0943
-16.349,2.08376,9.79815,-0.670554,-4.98445,9.79815,0.0944
-16.3487,2.08372,9.79815,-0.670553,-4.98445,9.79815,0.0945
-16.3484,2.08368,9.79815,-0.670552,-4.98444,9.79815,0.0946
-16.3481,2.08365,9.79815,-0.670552,-4.98443,9.79815,0.0947
-16.3478,2.08361,9.79815,-0.670551,-4.98443,9.79815,0.0948
-16.3475,2.08357,9.79815,-0.67055,-4.98442,9.79815,0.0949
-16.3472,2.08353,9.79815,-0.670549,-4.98441,9.79815,0.095
-16.3469,2.0835,9.79815,-0.670548,-4.98441,9.79815,0.0951
-16.3466,2.08346,9.79815,-0.670547,-4.9844,9.79815,0.0952
-16.3463,2.08342,9.79815,-0.670546,-4.98439,9.79815,0.0953
-16.346,2.08338,9.79815,-0.670545,-4.98439,9.79815,0.0954
-16.3457,2.08335,9.79815,-0.670544,-4.98438,9.79815,0.0955
-16.3454,2.08331,9.79815,-0.670543,-4.98437,9.79815,0.0956
-16.3451,2.08327,9.79815,-0.670542,-4.98436,9.79815,0.0957
-16.3448,2.08323,9.79815,-0.670541,-4.98436,9.79815,0.0958
-16.3445,2.0832,9.79815,-0.67054,-4.98435,9.79815,0.0959
-16.3442,2.08316,9.79815,-0.670539,-4.98434,9.79815,0.096
-16.3439,2.08312,9.79815,-0.670539,-4.98434,9.79815,0.0961
-16.3436,2.08308,9.79815,-0.670538,-4.98433,9.79815,0.0962
-16.3433,2.08304,9.79815,-0.670537,-4.98432,9.79815,0.0963
-16.3431,2.08301,9.79815,-0.670536,-4.98432,9.79815,0.0964
-16.3428,2.08297,9.79815,-0.670535,-4.98431,9.79815,0.0965
-16.3425,2.08293,9.79815,-0.670534,-4.9843,9.79815,0.0966
-16.3422,2.08289,9.79815,-0.670533,-4.9843,9.79815,0.0967
-16.3419,2.08286,9.79815,-0.670532,-4.98429,9.79815,0.0968
-16.3416,2.08282,9.79815,-0.670531,-4.98428,9.79815,0.0969
-16.3413,2.08278,9.79815,-0.67053,-4.98428,9.79815,0.097
-16.341,2.08274,9.79815,-0.670529,-4.98427,9.79815,0.0971
-16.3407,2.08271,9.79815,-0.670528,-4.98426,9.79815,0.0972
-16.3404,2.08267,9.79815,-0.670527,-4.98425,9.79815,0.0973
-16.3401,2.08263,9.79815,-0.670526,-4.98425,9.79815,0.0974
-16.3398,2.08259,9.79815,-0.670526,-4.98424,9.79815,0.0975
-16.3395,2.08255,9.79815,-0.670525,-4.98423,9.79815,0.0976
-16.3392,2.08252,9.79815,-0.670524,-4.98423,9.79815,0.0977
-16.3389,2.08248,9.79815,-0.670523,-4.98422,9.79815,0.0978
-16.3386,2.08244,9.79815,-0.670522,-4.98421,9.79815,0.0979
-16.3383,2.0824,9.79815,-0.670521,-4.98421,9.79815,0.098
-16.338,2.08237,9.79815,-0.67052,-4.9842,9.79815,0.0981
-16.3377,2.08233,9.79815,-0.670519,-4.98419,9.79815,0.0982
-16.3374,2.08229,9.79815,-0.670518,-4.98419,9.79815,0.0983
-16.3371,2.08225,9.79815,-0.670517,-4.98418,9.79815,0.0984
-16.3368,2.08222,9.79815,-0.670516,-4.98417,9.79815,0.0985
-16.3366,2.08218,9.79815,-0.670515,-4.98416,9.79815,0.0986
-16.3363,2.08214,9.79815,-0.670514,-4.98416,9.79815,0.0987
-16.336,2.0821,9.79815,-0.670513,-4.98415,9.79815,0.0988
-16.3357,2.08207,9.79815,-0.670513,-4.98414,9.79815,0.0989
-16.3354,2.08203,9.79815,-0.670512,-4.98414,9.79815,0.099
-16.3351,2.08199,9.79815,-0.670511,-4.98413,9.79815,0.0991
-16.3348,2.08195,9.79815,-0.67051,-4.98412,9.79815,0.0992
-16.3345,2.08191,9.79815,-0.670509,-4.98412,9.79815,0.0993
-16.3342,2.08188,9.79815,-0.670508,-4.98411,9.79815,0.0994
-16.3339,2.08184,9.79815,-0.670507,-4.9841,9.79815,0.0995
-16.3336,2.0818,9.79815,-0.670506,-4.9841,9.79815,0.0996
-16.3333,2.08176,9.79815,-0.670505,-4.98409,9.79815,0.0997
-16.333,2.08173,9.79815,-0.670504,-4.98408,9.79815,0.0998
-16.3327,2.08169,9.79815,-0.670503,-4.98408,9.79815,0.0999
-16.3324,2.08165,9.79815,-0.670502,-4.98407,9.79815,0.1
